gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
SCN1B,7.00065E-14,0.24624219,0.145,0.026,2.54712E-09,Prefrontal cortex
SIPA1,7.27623E-14,0.298796235,0.214,0.05,2.64738E-09,Prefrontal cortex
SP140L,7.87416E-14,0.241382322,0.205,0.046,2.86493E-09,Prefrontal cortex
TRIM14,8.08725E-14,0.204090992,0.162,0.031,2.94247E-09,Prefrontal cortex
ADAM28,1.10956E-13,0.499211731,0.684,0.375,4.03704E-09,Prefrontal cortex
NPAS3,1.11372E-13,-0.357059306,0.718,0.886,4.05214E-09,Hippocampus
ZYX,1.22076E-13,0.235365467,0.137,0.023,4.44161E-09,Prefrontal cortex
FSCN1,1.35183E-13,0.329336163,0.291,0.084,4.91852E-09,Prefrontal cortex
AIDA,1.43857E-13,0.329969417,0.256,0.07,5.2341E-09,Prefrontal cortex
GRIA1,1.49811E-13,-0.7095689,0.026,0.362,5.45073E-09,Hippocampus
SIGLEC10,1.65427E-13,0.302338472,0.239,0.061,6.01891E-09,Prefrontal cortex
CX3CR1,1.83322E-13,0.386816823,0.291,0.088,6.66997E-09,Prefrontal cortex
PDE4B,1.91031E-13,-0.217711407,0.915,0.962,6.95047E-09,Hippocampus
SPI1,2.09551E-13,0.319092741,0.274,0.078,7.6243E-09,Prefrontal cortex
SIRPA,2.10496E-13,0.377156708,0.333,0.107,7.65867E-09,Prefrontal cortex
SAMD9L,2.114E-13,0.282815287,0.214,0.051,7.69157E-09,Prefrontal cortex
ZBTB20,2.35278E-13,-0.219169589,0.88,0.955,8.56034E-09,Hippocampus
NARF,2.38579E-13,0.275924256,0.231,0.058,8.68046E-09,Prefrontal cortex
GLTSCR1L,2.46725E-13,-0.699253636,0,0.328,8.97685E-09,Hippocampus
MX1,2.65369E-13,0.24236084,0.137,0.024,9.65518E-09,Prefrontal cortex
SPOCK3,2.77647E-13,-0.402998579,0.641,0.834,1.01019E-08,Hippocampus
ARL5A,2.82425E-13,0.281654866,0.299,0.086,1.02758E-08,Prefrontal cortex
BAG6,2.92022E-13,0.23121684,0.145,0.027,1.06249E-08,Prefrontal cortex
MAPK10,3.13747E-13,-0.61703241,0.265,0.583,1.14154E-08,Hippocampus
INPPL1,3.15301E-13,0.290559377,0.214,0.052,1.14719E-08,Prefrontal cortex
NUCB1,3.18582E-13,0.228210873,0.171,0.035,1.15913E-08,Prefrontal cortex
EPHA6,3.51152E-13,-0.690984093,0.06,0.399,1.27763E-08,Hippocampus
PLXND1,3.61282E-13,0.278647759,0.239,0.062,1.31449E-08,Prefrontal cortex
VPS28,3.69999E-13,0.280252588,0.239,0.063,1.3462E-08,Prefrontal cortex
RP11-701H24.9,3.75294E-13,-0.68230951,0,0.324,1.36547E-08,Hippocampus
SH3RF3,4.25152E-13,0.496192149,0.65,0.351,1.54687E-08,Prefrontal cortex
CACNA2D1,4.26528E-13,-0.541596373,0.385,0.669,1.55188E-08,Hippocampus
TNFAIP8,4.30719E-13,0.239132031,0.188,0.041,1.56713E-08,Prefrontal cortex
MECOM,4.37519E-13,0.209415321,0.128,0.021,1.59187E-08,Prefrontal cortex
ELL2,4.56646E-13,-0.437550522,0.59,0.79,1.66146E-08,Hippocampus
CALR,4.71813E-13,0.283211156,0.197,0.046,1.71664E-08,Prefrontal cortex
PRPF4B,4.93686E-13,0.393293115,0.487,0.191,1.79623E-08,Prefrontal cortex
GPHN,4.96517E-13,-0.440090471,0.538,0.777,1.80653E-08,Hippocampus
ENG,5.20036E-13,0.26148435,0.188,0.042,1.8921E-08,Prefrontal cortex
NEK6,5.45341E-13,0.211422248,0.145,0.027,1.98417E-08,Prefrontal cortex
DDX60L,5.60087E-13,0.28863186,0.256,0.07,2.03782E-08,Prefrontal cortex
CSGALNACT1,5.88987E-13,-0.430885132,0.658,0.883,2.14297E-08,Hippocampus
CIITA,6.37494E-13,0.32957861,0.299,0.09,2.31946E-08,Prefrontal cortex
DOCK2,7.24587E-13,0.450047429,0.786,0.451,2.63634E-08,Prefrontal cortex
RPS7,7.39681E-13,0.214801136,0.162,0.033,2.69126E-08,Prefrontal cortex
KYNU,7.68848E-13,0.330274172,0.299,0.091,2.79738E-08,Prefrontal cortex
SAMHD1,8.52804E-13,0.402264603,0.376,0.134,3.10284E-08,Prefrontal cortex
FASTK,9.90489E-13,0.215851376,0.145,0.027,3.6038E-08,Prefrontal cortex
TMEM165,1.06795E-12,-0.294655215,0.752,0.859,3.88562E-08,Hippocampus
GCA,1.07549E-12,0.28867069,0.282,0.082,3.91305E-08,Prefrontal cortex
DNM3,1.21016E-12,-0.311162492,0.744,0.883,4.40305E-08,Hippocampus
HMOX1,1.25862E-12,0.257027015,0.205,0.05,4.57936E-08,Prefrontal cortex
FAM19A1,1.2854E-12,-0.669435193,0.026,0.343,4.67682E-08,Hippocampus
FAM134B,1.29818E-12,-0.668867062,0,0.313,4.72331E-08,Hippocampus
ANKZF1,1.32218E-12,0.277758234,0.214,0.053,4.81062E-08,Prefrontal cortex
HIST1H2AC,1.43226E-12,0.395625841,0.291,0.092,5.21112E-08,Prefrontal cortex
ZNRF2,1.43871E-12,0.423077763,0.427,0.168,5.23461E-08,Prefrontal cortex
DEF6,1.68832E-12,0.283422519,0.222,0.057,6.14279E-08,Prefrontal cortex
BSG,1.88803E-12,0.293146919,0.231,0.061,6.86942E-08,Prefrontal cortex
PKD1,1.91536E-12,0.304969709,0.299,0.092,6.96884E-08,Prefrontal cortex
HELZ,1.96028E-12,0.451423647,0.59,0.289,7.13228E-08,Prefrontal cortex
CMKLR1,1.98889E-12,0.280451796,0.239,0.064,7.23637E-08,Prefrontal cortex
ATP8B4,2.09675E-12,0.446507659,0.761,0.479,7.62882E-08,Prefrontal cortex
ZCCHC6,2.14405E-12,-0.662011716,0,0.309,7.8009E-08,Hippocampus
GNS,2.22376E-12,0.230773614,0.205,0.05,8.09094E-08,Prefrontal cortex
TLN1,2.31608E-12,0.262439632,0.222,0.057,8.42684E-08,Prefrontal cortex
MLLT6,2.33993E-12,0.310565246,0.282,0.085,8.51359E-08,Prefrontal cortex
PALM2,2.35025E-12,-0.546996662,0.385,0.653,8.55116E-08,Hippocampus
PPM1B,2.55412E-12,-0.540745161,0.333,0.578,9.2929E-08,Hippocampus
PSD3,2.55969E-12,-0.496177092,0.444,0.701,9.31319E-08,Hippocampus
DNAJC6,2.5811E-12,-0.409180821,0.564,0.735,9.39108E-08,Hippocampus
KLF7,2.77568E-12,-0.563622219,0.316,0.563,1.0099E-07,Hippocampus
ARRDC1,2.78764E-12,0.210518666,0.145,0.028,1.01425E-07,Prefrontal cortex
CHKA,2.80458E-12,-0.437495718,0.513,0.676,1.02042E-07,Hippocampus
TSPAN14,2.81075E-12,0.377370364,0.402,0.149,1.02266E-07,Prefrontal cortex
RALYL,2.85496E-12,-0.645202501,0.094,0.434,1.03875E-07,Hippocampus
BTG1,3.08325E-12,0.256508809,0.188,0.044,1.12181E-07,Prefrontal cortex
TENM2,3.2519E-12,-0.660620085,0.094,0.419,1.18317E-07,Hippocampus
TRIM9,3.28518E-12,-0.637959659,0.205,0.486,1.19528E-07,Hippocampus
PCED1B,3.58771E-12,0.316139528,0.256,0.074,1.30535E-07,Prefrontal cortex
RP11-219A15.1,3.75116E-12,-0.641246191,0,0.303,1.36482E-07,Hippocampus
KCNAB1,3.76541E-12,-0.659163029,0.145,0.453,1.37001E-07,Hippocampus
RNF44,3.7663E-12,0.220854142,0.128,0.023,1.37033E-07,Prefrontal cortex
CD63,3.90424E-12,0.225910286,0.188,0.044,1.42052E-07,Prefrontal cortex
TNFRSF1A,4.03463E-12,0.29050462,0.248,0.071,1.46796E-07,Prefrontal cortex
C10orf76,4.37759E-12,-0.64047996,0,0.302,1.59274E-07,Hippocampus
TBC1D9,4.44214E-12,0.336962669,0.308,0.1,1.61623E-07,Prefrontal cortex
CADPS,4.57432E-12,-0.652339192,0.017,0.322,1.66432E-07,Hippocampus
PLCB1,4.79553E-12,-0.634481993,0.128,0.456,1.74481E-07,Hippocampus
ATP8B1,5.01106E-12,0.223990603,0.171,0.038,1.82322E-07,Prefrontal cortex
LAP3,5.47064E-12,0.237269581,0.222,0.058,1.99044E-07,Prefrontal cortex
PPFIA2,5.52503E-12,-0.551053569,0.35,0.615,2.01023E-07,Hippocampus
AUTS2,6.55104E-12,-0.242782095,0.838,0.917,2.38353E-07,Hippocampus
TRERF1,6.60195E-12,0.256594095,0.214,0.055,2.40205E-07,Prefrontal cortex
DNAJB2,6.62924E-12,0.362435066,0.462,0.18,2.41198E-07,Prefrontal cortex
PIK3R6,6.79726E-12,0.206754173,0.12,0.021,2.47312E-07,Prefrontal cortex
POLG,7.80291E-12,0.239295784,0.197,0.048,2.83901E-07,Prefrontal cortex
FERMT3,7.80771E-12,0.202391821,0.137,0.026,2.84076E-07,Prefrontal cortex
NR4A3,8.07398E-12,-0.753803586,0.009,0.31,2.93764E-07,Hippocampus
CDC37,8.19425E-12,0.252511472,0.231,0.063,2.9814E-07,Prefrontal cortex
HNRNPA1,8.47863E-12,0.272089393,0.231,0.063,3.08486E-07,Prefrontal cortex
ATP8A1,8.68772E-12,-0.411335904,0.547,0.725,3.16094E-07,Hippocampus
TLR5,9.6193E-12,0.274078021,0.222,0.059,3.49988E-07,Prefrontal cortex
ARAP1,1.02704E-11,0.332329549,0.359,0.126,3.73677E-07,Prefrontal cortex
TNFSF13B,1.08672E-11,0.237623423,0.179,0.042,3.95391E-07,Prefrontal cortex
TAB2,1.15824E-11,0.462204226,0.667,0.377,4.21413E-07,Prefrontal cortex
VOPP1,1.16513E-11,0.38927382,0.376,0.141,4.2392E-07,Prefrontal cortex
MOB1A,1.33303E-11,0.316777201,0.248,0.073,4.85011E-07,Prefrontal cortex
MGEA5,1.35538E-11,-0.619328663,0,0.291,4.93143E-07,Hippocampus
TRAF3IP3,1.37779E-11,0.214433557,0.154,0.033,5.01297E-07,Prefrontal cortex
PRR13,1.43238E-11,0.204858949,0.128,0.024,5.21157E-07,Prefrontal cortex
ZNF117,1.47057E-11,0.225273296,0.154,0.033,5.35051E-07,Prefrontal cortex
IPCEF1,1.55497E-11,-0.417472064,0.615,0.73,5.65762E-07,Hippocampus
ARHGAP20,1.57055E-11,0.260382645,0.214,0.056,5.7143E-07,Prefrontal cortex
PDE1C,1.59029E-11,-0.351188581,0.658,0.776,5.78612E-07,Hippocampus
MIB2,1.66663E-11,0.207262009,0.154,0.033,6.06388E-07,Prefrontal cortex
NCK2,1.76879E-11,0.453666036,0.675,0.37,6.43558E-07,Prefrontal cortex
BROX,1.79078E-11,0.224339785,0.231,0.063,6.51558E-07,Prefrontal cortex
APAF1,1.83456E-11,0.350449521,0.316,0.109,6.67487E-07,Prefrontal cortex
FKBP5,1.91822E-11,-0.239833267,0.863,0.937,6.97926E-07,Hippocampus
RGL2,1.98403E-11,0.237912613,0.179,0.043,7.21869E-07,Prefrontal cortex
EPB41L3,2.00463E-11,0.423467985,0.538,0.245,7.29366E-07,Prefrontal cortex
AC109326.1,2.0056E-11,-0.64298866,0,0.287,7.29718E-07,Hippocampus
ZMAT3,2.02726E-11,0.298895542,0.291,0.092,7.376E-07,Prefrontal cortex
RPS20,2.14401E-11,0.205228853,0.222,0.059,7.80077E-07,Prefrontal cortex
IDH1,2.22551E-11,0.220990398,0.197,0.049,8.09731E-07,Prefrontal cortex
GRM7,2.30311E-11,-0.628381072,0.077,0.377,8.37965E-07,Hippocampus
A2M,2.44826E-11,0.412343154,0.453,0.19,8.90777E-07,Prefrontal cortex
RGS12,2.58115E-11,0.354476474,0.402,0.154,9.39127E-07,Prefrontal cortex
MAN1C1,2.66015E-11,0.26647168,0.274,0.084,9.6787E-07,Prefrontal cortex
TNIP1,2.70003E-11,0.204751888,0.137,0.027,9.82378E-07,Prefrontal cortex
CCDC50,2.75859E-11,0.367974906,0.368,0.143,1.00369E-06,Prefrontal cortex
IQCJ-SCHIP1,2.77197E-11,-0.541743595,0.299,0.566,1.00855E-06,Hippocampus
GAA,2.92721E-11,0.281195736,0.265,0.081,1.06504E-06,Prefrontal cortex
GSAP,2.99662E-11,0.367099592,0.393,0.154,1.09029E-06,Prefrontal cortex
RPL37,3.04624E-11,0.268829759,0.214,0.058,1.10835E-06,Prefrontal cortex
RPS6KB2,3.09968E-11,0.259342143,0.171,0.04,1.12779E-06,Prefrontal cortex
TTLL7,3.12641E-11,-0.278154487,0.752,0.854,1.13751E-06,Hippocampus
RGS19,3.14562E-11,0.201465542,0.145,0.03,1.1445E-06,Prefrontal cortex
HSPA1A,3.31744E-11,0.562770967,0.368,0.161,1.20702E-06,Prefrontal cortex
SP100,3.69387E-11,0.422378912,0.573,0.295,1.34398E-06,Prefrontal cortex
CHMP1A,3.80537E-11,0.233144967,0.137,0.028,1.38455E-06,Prefrontal cortex
HEATR3,3.96448E-11,0.264257733,0.214,0.059,1.44244E-06,Prefrontal cortex
SPCS3,4.0823E-11,0.237361757,0.214,0.058,1.4853E-06,Prefrontal cortex
TYMP,4.22991E-11,0.213257136,0.171,0.04,1.53901E-06,Prefrontal cortex
ADIPOR2,4.44031E-11,-0.451293719,0.462,0.633,1.61556E-06,Hippocampus
EIF4A1,4.49134E-11,0.266066956,0.205,0.055,1.63413E-06,Prefrontal cortex
STAT6,4.7617E-11,0.272869592,0.265,0.081,1.7325E-06,Prefrontal cortex
GNAI2,4.8561E-11,0.316704222,0.316,0.108,1.76684E-06,Prefrontal cortex
KIAA1551,5.13269E-11,0.373255077,0.35,0.134,1.86748E-06,Prefrontal cortex
ARNTL,5.39503E-11,0.20843637,0.171,0.04,1.96293E-06,Prefrontal cortex
H1FX,5.49992E-11,0.211173738,0.128,0.025,2.00109E-06,Prefrontal cortex
DAAM2,5.8782E-11,-0.571703946,0.274,0.547,2.13872E-06,Hippocampus
RIN2,5.99163E-11,-0.490770655,0.444,0.625,2.17999E-06,Hippocampus
MBD3,5.99441E-11,0.213739274,0.137,0.028,2.18101E-06,Prefrontal cortex
KCND2,6.18308E-11,-0.613446905,0.068,0.373,2.24965E-06,Hippocampus
SLC7A7,6.41762E-11,0.213399857,0.171,0.041,2.33499E-06,Prefrontal cortex
DHRS3,6.62404E-11,0.238885427,0.214,0.059,2.41009E-06,Prefrontal cortex
WBP2,6.79599E-11,0.21685007,0.222,0.062,2.47265E-06,Prefrontal cortex
COX5B,6.86069E-11,0.202293641,0.171,0.041,2.49619E-06,Prefrontal cortex
LIMCH1,7.37604E-11,-0.382890802,0.573,0.735,2.6837E-06,Hippocampus
USP6NL,7.50465E-11,0.435941861,0.479,0.225,2.73049E-06,Prefrontal cortex
LYST,7.67517E-11,0.391610171,0.598,0.292,2.79253E-06,Prefrontal cortex
PTPN18,7.79566E-11,0.272763953,0.291,0.094,2.83637E-06,Prefrontal cortex
FAM49B,7.81792E-11,0.33245747,0.838,0.64,2.84447E-06,Prefrontal cortex
PCBP1,8.9461E-11,0.219728351,0.188,0.048,3.25495E-06,Prefrontal cortex
MAMDC2,9.1991E-11,0.233064516,0.222,0.062,3.347E-06,Prefrontal cortex
HSPBAP1,9.53342E-11,0.322272911,0.333,0.119,3.46864E-06,Prefrontal cortex
ST3GAL6,9.56917E-11,0.384240438,0.402,0.165,3.48165E-06,Prefrontal cortex
FRYL,9.69205E-11,-0.296165307,0.735,0.849,3.52635E-06,Hippocampus
PXK,1.08038E-10,-0.434518332,0.47,0.66,3.93086E-06,Hippocampus
DCC,1.10278E-10,-0.614648756,0.06,0.342,4.01236E-06,Hippocampus
PCDH7,1.12614E-10,-0.607013476,0.06,0.348,4.09736E-06,Hippocampus
SUCLG2,1.17896E-10,0.395936867,0.513,0.238,4.28951E-06,Prefrontal cortex
RREB1,1.4354E-10,0.405433393,0.427,0.183,5.22255E-06,Prefrontal cortex
EPSTI1,1.47955E-10,0.354761229,0.291,0.102,5.3832E-06,Prefrontal cortex
PTOV1,1.49241E-10,0.239422999,0.162,0.039,5.42998E-06,Prefrontal cortex
EIF4A2,1.60658E-10,0.335853828,0.393,0.152,5.84539E-06,Prefrontal cortex
CREB5,1.65238E-10,-0.349027577,0.615,0.731,6.01201E-06,Hippocampus
PPM1G,1.6698E-10,0.241391077,0.197,0.053,6.07539E-06,Prefrontal cortex
ADAMTS18,1.71717E-10,-0.629153659,0.085,0.361,6.24775E-06,Hippocampus
CACNB2,1.97897E-10,-0.590212009,0.051,0.335,7.2003E-06,Hippocampus
PTPRK,2.15447E-10,-0.348031062,0.624,0.79,7.83882E-06,Hippocampus
CTNNA2,2.20813E-10,-0.578928036,0.188,0.479,8.03406E-06,Hippocampus
POLR2F,2.20923E-10,-0.54986935,0.308,0.538,8.03806E-06,Hippocampus
B3GAT3,2.32657E-10,0.210039688,0.162,0.039,8.46497E-06,Prefrontal cortex
HSP90B1,2.4541E-10,0.315996628,0.291,0.1,8.92899E-06,Prefrontal cortex
HNRNPH1,2.50492E-10,0.378498428,0.513,0.237,9.11389E-06,Prefrontal cortex
PRUNE2,2.55821E-10,-0.296837597,0.718,0.799,9.30779E-06,Hippocampus
GATS,2.65487E-10,-0.56644206,0,0.262,9.65949E-06,Hippocampus
ENO1,2.72709E-10,0.265462975,0.299,0.101,9.92225E-06,Prefrontal cortex
SYNJ2,2.76097E-10,-0.535080574,0.282,0.519,1.00455E-05,Hippocampus
ENGASE,2.8517E-10,0.251049473,0.154,0.037,1.03756E-05,Prefrontal cortex
ARL6IP4,2.89313E-10,0.265650434,0.231,0.07,1.05264E-05,Prefrontal cortex
LRRC16A,2.8932E-10,-0.593780775,0,0.261,1.05266E-05,Hippocampus
ENPP2,2.99712E-10,-0.443397591,0.436,0.661,1.09047E-05,Hippocampus
ERICH1,3.03398E-10,0.305862454,0.308,0.111,1.10388E-05,Prefrontal cortex
DLC1,3.05981E-10,-0.438355064,0.462,0.673,1.11328E-05,Hippocampus
RABAC1,3.16151E-10,0.211758072,0.162,0.039,1.15028E-05,Prefrontal cortex
ARMC9,3.18479E-10,0.264724784,0.222,0.066,1.15875E-05,Prefrontal cortex
EGR3,3.26687E-10,-0.592338106,0.017,0.281,1.18862E-05,Hippocampus
AGBL4,3.41426E-10,-0.603367152,0.068,0.337,1.24224E-05,Hippocampus
SH3GL3,3.81255E-10,-0.441431821,0.444,0.672,1.38716E-05,Hippocampus
PHACTR1,4.04802E-10,-0.48486237,0.376,0.592,1.47283E-05,Hippocampus
ARHGAP30,4.06222E-10,0.206229578,0.188,0.05,1.478E-05,Prefrontal cortex
MFSD12,4.07013E-10,0.269426604,0.248,0.079,1.48088E-05,Prefrontal cortex
LRRC4C,4.17498E-10,-0.534254526,0.265,0.537,1.51902E-05,Hippocampus
KIAA0930,4.39085E-10,0.357394969,0.453,0.191,1.59757E-05,Prefrontal cortex
DAB1,5.00174E-10,-0.570130446,0.145,0.427,1.81983E-05,Hippocampus
NCKAP1L,5.04025E-10,0.313690664,0.385,0.148,1.83385E-05,Prefrontal cortex
MDGA2,5.15869E-10,-0.586853491,0.171,0.448,1.87694E-05,Hippocampus
TMX1,5.26679E-10,0.216839319,0.171,0.044,1.91627E-05,Prefrontal cortex
GRIP1,5.26819E-10,-0.580338783,0.077,0.337,1.91678E-05,Hippocampus
HECW2,5.49447E-10,-0.489570079,0.342,0.567,1.99911E-05,Hippocampus
BIN1,5.66404E-10,0.420424063,0.718,0.42,2.0608E-05,Prefrontal cortex
FKBP8,6.01155E-10,0.234472942,0.205,0.059,2.18724E-05,Prefrontal cortex
CYHR1,6.17901E-10,0.239445265,0.205,0.059,2.24817E-05,Prefrontal cortex
ZC3HAV1,6.5095E-10,0.340081555,0.342,0.132,2.36842E-05,Prefrontal cortex
SPG20,6.59595E-10,-0.546548343,0,0.253,2.39987E-05,Hippocampus
MT2A,6.63921E-10,0.284368357,0.239,0.075,2.41561E-05,Prefrontal cortex
TCHP,7.04191E-10,0.25837762,0.222,0.068,2.56213E-05,Prefrontal cortex
ATM,7.08525E-10,0.388004048,0.752,0.485,2.5779E-05,Prefrontal cortex
SYNE1,7.11841E-10,-0.587892132,0.162,0.411,2.58996E-05,Hippocampus
PPM1F,7.16236E-10,0.205078347,0.137,0.031,2.60595E-05,Prefrontal cortex
MYO1F,7.70287E-10,0.346025352,0.479,0.207,2.80261E-05,Prefrontal cortex
ERCC6,7.80367E-10,0.212486134,0.231,0.07,2.83929E-05,Prefrontal cortex
TNFRSF10D,8.20708E-10,0.214188277,0.179,0.048,2.98606E-05,Prefrontal cortex
PKP4,8.51969E-10,-0.448234035,0.427,0.625,3.0998E-05,Hippocampus
SCD5,8.82141E-10,-0.402138337,0.479,0.659,3.20958E-05,Hippocampus
OSBPL1A,9.46669E-10,-0.41094521,0.479,0.652,3.44436E-05,Hippocampus
PARP8,9.52643E-10,0.396783303,0.487,0.231,3.4661E-05,Prefrontal cortex
PTK2,1.00018E-09,-0.34269967,0.641,0.819,3.63905E-05,Hippocampus
USP15,1.02855E-09,0.405471033,0.692,0.417,3.74228E-05,Prefrontal cortex
APMAP,1.03927E-09,0.268195043,0.308,0.109,3.7813E-05,Prefrontal cortex
SAMSN1,1.04699E-09,0.392855656,0.513,0.256,3.80935E-05,Prefrontal cortex
CDC14A,1.0715E-09,0.238124206,0.231,0.072,3.89855E-05,Prefrontal cortex
OTUB1,1.10707E-09,0.243943046,0.179,0.049,4.02796E-05,Prefrontal cortex
DERA,1.14345E-09,0.243107266,0.248,0.08,4.16034E-05,Prefrontal cortex
C10orf90,1.14968E-09,-0.380682582,0.547,0.73,4.183E-05,Hippocampus
MLEC,1.22615E-09,0.20825939,0.205,0.059,4.46121E-05,Prefrontal cortex
TNS3,1.31197E-09,0.383577137,0.496,0.233,4.77348E-05,Prefrontal cortex
UNC93B1,1.34026E-09,0.238471641,0.197,0.057,4.8764E-05,Prefrontal cortex
RP1-5O6.7,1.48523E-09,-0.533170851,0,0.244,5.40385E-05,Hippocampus
VSIR,1.55805E-09,0.348784296,0.41,0.173,5.66883E-05,Prefrontal cortex
CMTM6,1.5876E-09,0.271460271,0.333,0.123,5.77633E-05,Prefrontal cortex
KANK1,1.72295E-09,-0.479159024,0.368,0.58,6.26878E-05,Hippocampus
ZNF618,1.72886E-09,0.327136657,0.248,0.086,6.29028E-05,Prefrontal cortex
TMEFF2,1.79962E-09,-0.432199085,0.436,0.648,6.54772E-05,Hippocampus
ANP32A,2.0243E-09,0.351061929,0.393,0.171,7.36522E-05,Prefrontal cortex
IL1RAP,2.05754E-09,-0.583572237,0.214,0.458,7.48615E-05,Hippocampus
TYK2,2.06706E-09,0.21555594,0.162,0.042,7.52079E-05,Prefrontal cortex
CNPY3,2.1027E-09,0.259920976,0.248,0.082,7.65045E-05,Prefrontal cortex
APBB1IP,2.1546E-09,0.354813157,0.855,0.606,7.83931E-05,Prefrontal cortex
CNTNAP5,2.17693E-09,-0.543349494,0.043,0.296,7.92053E-05,Hippocampus
CFLAR,2.20533E-09,0.337839067,0.462,0.206,8.02387E-05,Prefrontal cortex
GAPDH,2.38323E-09,0.364999009,0.427,0.194,8.67114E-05,Prefrontal cortex
PGM5,2.48569E-09,0.372562667,0.402,0.179,9.04392E-05,Prefrontal cortex
SLCO3A1,2.51399E-09,-0.417159305,0.453,0.642,9.14691E-05,Hippocampus
TRAK1,2.77358E-09,0.347479208,0.487,0.222,0.000100914,Prefrontal cortex
RAPGEF3,2.83587E-09,0.29219302,0.222,0.072,0.00010318,Prefrontal cortex
SPECC1,2.87073E-09,-0.408028509,0.444,0.626,0.000104449,Hippocampus
OSBPL3,3.00223E-09,0.393350295,0.547,0.274,0.000109233,Prefrontal cortex
JAK2,3.21494E-09,0.38629693,0.538,0.276,0.000116973,Prefrontal cortex
AGPAT4,3.39851E-09,-0.482099289,0.359,0.557,0.000123651,Hippocampus
LGALS8,3.48951E-09,0.225852667,0.154,0.04,0.000126962,Prefrontal cortex
SSBP2,3.49333E-09,0.3724513,0.709,0.466,0.000127101,Prefrontal cortex
EIF2S2,3.56403E-09,0.21851795,0.256,0.086,0.000129674,Prefrontal cortex
ALPK1,3.87114E-09,0.355429264,0.402,0.178,0.000140847,Prefrontal cortex
TBRG1,4.18733E-09,0.277891823,0.308,0.114,0.000152352,Prefrontal cortex
RP11-437B10.1,4.34066E-09,-0.503033442,0,0.233,0.00015793,Hippocampus
TRANK1,4.45611E-09,0.232200396,0.231,0.074,0.000162131,Prefrontal cortex
DDB2,4.52289E-09,0.215905452,0.197,0.058,0.000164561,Prefrontal cortex
CNTN5,4.56149E-09,-0.541195677,0.051,0.3,0.000165965,Hippocampus
ENOX1,4.70465E-09,-0.365802918,0.556,0.704,0.000171174,Hippocampus
IFNGR1,4.72761E-09,0.376430891,0.59,0.322,0.000172009,Prefrontal cortex
DOK6,4.94514E-09,-0.540169202,0.034,0.278,0.000179924,Hippocampus
RPL29,5.14445E-09,0.231388275,0.256,0.087,0.000187176,Prefrontal cortex
RP11-792A8.5,5.39434E-09,-0.515826047,0,0.231,0.000196268,Hippocampus
ADAMTS10,5.62021E-09,0.212557718,0.179,0.051,0.000204486,Prefrontal cortex
TGOLN2,5.84088E-09,0.202974458,0.256,0.085,0.000212514,Prefrontal cortex
LY86,5.85481E-09,0.34238184,0.419,0.183,0.000213022,Prefrontal cortex
EEF1A1,6.00535E-09,0.32537606,0.376,0.156,0.000218499,Prefrontal cortex
RIMS2,6.01506E-09,-0.52477022,0.068,0.325,0.000218852,Hippocampus
NISCH,6.17815E-09,0.212992098,0.239,0.078,0.000224786,Prefrontal cortex
ATRNL1,6.26342E-09,-0.529217603,0.111,0.366,0.000227888,Hippocampus
ETV5,6.3174E-09,0.30100182,0.274,0.1,0.000229852,Prefrontal cortex
ATF6B,6.54238E-09,0.200746559,0.214,0.066,0.000238038,Prefrontal cortex
TRPM2,6.60279E-09,0.331266497,0.419,0.185,0.000240236,Prefrontal cortex
GRID1,6.70828E-09,-0.442617365,0.402,0.601,0.000244074,Hippocampus
MFSD1,6.92238E-09,0.306767413,0.368,0.151,0.000251864,Prefrontal cortex
EPS8,7.09174E-09,0.393991464,0.538,0.288,0.000258026,Prefrontal cortex
UBE2G2,7.13515E-09,0.279670666,0.342,0.132,0.000259605,Prefrontal cortex
PFKL,7.22799E-09,0.262956071,0.231,0.077,0.000262983,Prefrontal cortex
ZNF791,7.3898E-09,0.233366512,0.239,0.08,0.000268871,Prefrontal cortex
RPL14,7.45627E-09,0.228880709,0.239,0.079,0.000271289,Prefrontal cortex
AK5,7.58837E-09,-0.433074689,0.376,0.6,0.000276095,Hippocampus
BNIP3L,7.94493E-09,0.329948014,0.427,0.191,0.000289068,Prefrontal cortex
CERCAM,8.05226E-09,-0.448819638,0.427,0.646,0.000292973,Hippocampus
EVA1C,8.24969E-09,-0.514945323,0.197,0.435,0.000300157,Hippocampus
PRKG1,8.51871E-09,-0.529887112,0.043,0.284,0.000309945,Hippocampus
IRF2BP2,8.64263E-09,0.275893572,0.248,0.087,0.000314454,Prefrontal cortex
DTNBP1,8.66718E-09,0.303555359,0.291,0.11,0.000315347,Prefrontal cortex
MAX,8.86704E-09,0.27348838,0.35,0.136,0.000322618,Prefrontal cortex
CC2D1A,9.22703E-09,0.203201681,0.188,0.055,0.000335716,Prefrontal cortex
GPM6A,9.31534E-09,-0.50870398,0.145,0.405,0.000338929,Hippocampus
HADHA,9.58537E-09,0.261532028,0.265,0.095,0.000348754,Prefrontal cortex
FAIM2,9.76088E-09,0.274454342,0.256,0.093,0.00035514,Prefrontal cortex
C17orf63,9.7609E-09,-0.498645718,0,0.225,0.00035514,Hippocampus
RNF149,9.77537E-09,0.372399412,0.59,0.309,0.000355667,Prefrontal cortex
EDIL3,1.00335E-08,-0.294179638,0.709,0.859,0.000365057,Hippocampus
