"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051149","GO:0051149","positive regulation of muscle cell differentiation","1/442","83/18870",0.860767989997146,0.955229581994367,0.852165337621291,"PIEZO1",1
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","1/442","83/18870",0.860767989997146,0.955229581994367,0.852165337621291,"SLC8A1",1
"GO:0071357","GO:0071357","cellular response to type I interferon","1/442","83/18870",0.860767989997146,0.955229581994367,0.852165337621291,"USP18",1
"GO:0006401","GO:0006401","RNA catabolic process","6/442","367/18870",0.863102788739441,0.957525435889672,0.854213480964734,"E2F1/HNRNPAB/FUS/YBX1/DKC1/HNRNPA0",6
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","7/442","419/18870",0.863641172830637,0.957610151161929,0.854289055904984,"CAV1/B2M/ITGA4/CBFB/SOX4/TNFRSF21/IGFBP2",7
"GO:0010660","GO:0010660","regulation of muscle cell apoptotic process","1/442","84/18870",0.8640436885345,0.957610151161929,0.854289055904984,"DNMT1",1
"GO:0032869","GO:0032869","cellular response to insulin stimulus","3/442","206/18870",0.864376432473894,0.957610151161929,0.854289055904984,"RB1/PID1/RAB31",3
"GO:0034284","GO:0034284","response to monosaccharide","3/442","206/18870",0.864376432473894,0.957610151161929,0.854289055904984,"ABCA12/SOX4/EGR1",3
"GO:0002449","GO:0002449","lymphocyte mediated immunity","6/442","368/18870",0.864775167063176,0.957610151161929,0.854289055904984,"EXO1/ATAD5/B2M/TUBB/UNG/MAD2L2",6
"GO:0009306","GO:0009306","protein secretion","6/442","368/18870",0.864775167063176,0.957610151161929,0.854289055904984,"ABCA12/ORAI1/SOX4/UQCC2/SLC4A8/REST",6
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","6/442","369/18870",0.866430628440018,0.957795586046735,0.854454483341693,"ABCA12/ORAI1/SOX4/UQCC2/SLC4A8/REST",6
"GO:0006836","GO:0006836","neurotransmitter transport","3/442","207/18870",0.86653116077774,0.957795586046735,0.854454483341693,"NLGN1/SLC4A8/CSPG5",3
"GO:0009566","GO:0009566","fertilization","3/442","207/18870",0.86653116077774,0.957795586046735,0.854454483341693,"TRPC3/PLAT/TUBGCP3",3
"GO:0008306","GO:0008306","associative learning","1/442","85/18870",0.867242490284088,0.957795586046735,0.854454483341693,"TNR",1
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","1/442","85/18870",0.867242490284088,0.957795586046735,0.854454483341693,"CAV1",1
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","1/442","85/18870",0.867242490284088,0.957795586046735,0.854454483341693,"ACTN4",1
"GO:0045069","GO:0045069","regulation of viral genome replication","1/442","85/18870",0.867242490284088,0.957795586046735,0.854454483341693,"TOP2A",1
"GO:0051591","GO:0051591","response to cAMP","1/442","85/18870",0.867242490284088,0.957795586046735,0.854454483341693,"KDM1A",1
"GO:0006790","GO:0006790","sulfur compound metabolic process","5/442","317/18870",0.867603168360668,0.957795586046735,0.854454483341693,"B4GALT4/ACLY/DSEL/AADAT/CHST11",5
"GO:0043588","GO:0043588","skin development","5/442","317/18870",0.867603168360668,0.957795586046735,0.854454483341693,"EZH2/ABCA12/SRSF6/STMN1/TNFRSF19",5
"GO:0002819","GO:0002819","regulation of adaptive immune response","3/442","208/18870",0.868655731789412,0.958663591183901,0.855228835293006,"ATAD5/B2M/MAD2L2",3
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","2/442","150/18870",0.869667235923555,0.958787715708947,0.855339567435088,"AURKB/USP18",2
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","2/442","150/18870",0.869667235923555,0.958787715708947,0.855339567435088,"CAV1/ALK",2
"GO:0072073","GO:0072073","kidney epithelium development","2/442","150/18870",0.869667235923555,0.958787715708947,0.855339567435088,"KIF26B/POU3F3",2
"GO:0042060","GO:0042060","wound healing","7/442","423/18870",0.86983352208484,0.958787715708947,0.855339567435088,"PDGFRA/DGKH/CAV1/SRSF6/ANXA5/PLAT/SERPINE2",7
"GO:0032418","GO:0032418","lysosome localization","1/442","86/18870",0.87036619639505,0.958787731646934,0.855339581653449,"HDAC6",1
"GO:1990849","GO:1990849","vacuolar localization","1/442","86/18870",0.87036619639505,0.958787731646934,0.855339581653449,"HDAC6",1
"GO:0071216","GO:0071216","cellular response to biotic stimulus","4/442","265/18870",0.871185221493529,0.959396389530959,0.85588256855525,"EME1/HMGB2/APAF1/SMC1A",4
"GO:0035148","GO:0035148","tube formation","2/442","151/18870",0.872074021129007,0.959787978008078,0.856231906696681,"STIL/APAF1",2
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","2/442","151/18870",0.872074021129007,0.959787978008078,0.856231906696681,"ABCA12/SOX4",2
"GO:0019722","GO:0019722","calcium-mediated signaling","3/442","210/18870",0.872815685698644,0.959798424090061,0.856241225701396,"PDGFRA/CDH13/SLC8A1",3
"GO:0010232","GO:0010232","vascular transport","1/442","87/18870",0.873416565921955,0.959798424090061,0.856241225701396,"SLC4A8",1
"GO:0033077","GO:0033077","T cell differentiation in thymus","1/442","87/18870",0.873416565921955,0.959798424090061,0.856241225701396,"B2M",1
"GO:0150104","GO:0150104","transport across blood-brain barrier","1/442","87/18870",0.873416565921955,0.959798424090061,0.856241225701396,"SLC4A8",1
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","1/442","87/18870",0.873416565921955,0.959798424090061,0.856241225701396,"UNG",1
"GO:0010821","GO:0010821","regulation of mitochondrion organization","2/442","152/18870",0.874439901657646,0.960043807858348,0.856460133852579,"HDAC6/PID1",2
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","2/442","152/18870",0.874439901657646,0.960043807858348,0.856460133852579,"STIL/APAF1",2
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","2/442","152/18870",0.874439901657646,0.960043807858348,0.856460133852579,"CBFB/TNFRSF21",2
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","4/442","267/18870",0.87486736289922,0.960220276352802,0.856617562325263,"ATAD5/TNFRSF21/IGFBP2/CD320",4
"GO:0006644","GO:0006644","phospholipid metabolic process","6/442","375/18870",0.876014213781628,0.960433223897423,0.856807533950596,"DGKH/PGAP1/LPCAT2/DBI/PGS1/ABHD3",6
"GO:0044282","GO:0044282","small molecule catabolic process","6/442","375/18870",0.876014213781628,0.960433223897423,0.856807533950596,"NUDT1/NAGK/AADAT/DDAH2/ABHD3/ABCD3",6
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","5/442","322/18870",0.876130552805784,0.960433223897423,0.856807533950596,"PTX3/CAV1/TRIM26/SIVA1/REST",5
"GO:0001892","GO:0001892","embryonic placenta development","1/442","88/18870",0.876395316806398,0.960433223897423,0.856807533950596,"E2F7",1
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","1/442","88/18870",0.876395316806398,0.960433223897423,0.856807533950596,"TNFRSF21",1
"GO:0030183","GO:0030183","B cell differentiation","2/442","153/18870",0.876765467718283,0.960546464937863,0.856908556878778,"EZH2/ITGA4",2
"GO:0003018","GO:0003018","vascular process in circulatory system","4/442","269/18870",0.878458402156691,0.961279944308763,0.857562897685975,"CAV1/OXTR/SLC8A1/SLC4A8",4
"GO:0002088","GO:0002088","lens development in camera-type eye","1/442","89/18870",0.879304126835766,0.961279944308763,0.857562897685975,"SOX1",1
"GO:0015844","GO:0015844","monoamine transport","1/442","89/18870",0.879304126835766,0.961279944308763,0.857562897685975,"OXTR",1
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","1/442","89/18870",0.879304126835766,0.961279944308763,0.857562897685975,"TNFRSF21",1
"GO:0034340","GO:0034340","response to type I interferon","1/442","89/18870",0.879304126835766,0.961279944308763,0.857562897685975,"USP18",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/442","89/18870",0.879304126835766,0.961279944308763,0.857562897685975,"HMGB2",1
"GO:0051453","GO:0051453","regulation of intracellular pH","1/442","89/18870",0.879304126835766,0.961279944308763,0.857562897685975,"SLC4A8",1
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","3/442","214/18870",0.880787782052711,0.962609597871815,0.858749088627751,"DSEL/CHST11/PASK",3
"GO:0032970","GO:0032970","regulation of actin filament-based process","6/442","379/18870",0.882078766978792,0.963727939642989,0.859746767207825,"PDGFRA/ECT2/TRIOBP/CAV1/FSCN1/STMN1",6
"GO:0060348","GO:0060348","bone development","3/442","215/18870",0.882710196923163,0.964125215085979,0.86010117872144,"BGN/TMEM107/MSX1",3
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","1/442","91/18870",0.884918440304702,0.966243974854998,0.861991335462748,"MYLIP",1
"GO:0001678","GO:0001678","intracellular glucose homeostasis","2/442","157/18870",0.885676210065271,0.966778155316851,0.862467880664244,"ABCA12/SOX4",2
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","3/442","217/18870",0.886472499827979,0.967354046493096,0.862981636213578,"TRPC3/CAV1/ACTN4",3
"GO:0050886","GO:0050886","endocrine process","1/442","92/18870",0.887627106867635,0.968320480219238,0.863843796827163,"OXTR",1
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","3/442","218/18870",0.888313012596956,0.968564453949069,0.864061447075617,"PTX3/CDKN2D/SERPINE2",3
"GO:0001942","GO:0001942","hair follicle development","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"TNFRSF19",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"SLC4A8",1
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"CAV1",1
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"CBFB",1
"GO:0043502","GO:0043502","regulation of muscle adaptation","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"TRPC3",1
"GO:1903432","GO:1903432","regulation of TORC1 signaling","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"RHEB",1
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"DNMT1",1
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","1/442","93/18870",0.890272160588186,0.968564453949069,0.864061447075617,"AURKB",1
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","2/442","160/18870",0.891964104782507,0.969908971504029,0.865260898262805,"FBN2/CHST11",2
"GO:0006400","GO:0006400","tRNA modification","1/442","94/18870",0.892855092101209,0.969908971504029,0.865260898262805,"THUMPD3",1
"GO:0019915","GO:0019915","lipid storage","1/442","94/18870",0.892855092101209,0.969908971504029,0.865260898262805,"CAV1",1
"GO:0032411","GO:0032411","positive regulation of transporter activity","1/442","94/18870",0.892855092101209,0.969908971504029,0.865260898262805,"ACTN4",1
"GO:0051492","GO:0051492","regulation of stress fiber assembly","1/442","94/18870",0.892855092101209,0.969908971504029,0.865260898262805,"STMN1",1
"GO:0016042","GO:0016042","lipid catabolic process","5/442","334/18870",0.894713266520169,0.971610363863111,0.866778719341038,"ALK/PLCB4/HSD17B11/ABHD3/ABCD3",5
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","1/442","95/18870",0.895377357189154,0.971610363863111,0.866778719341038,"OXTR",1
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","1/442","95/18870",0.895377357189154,0.971610363863111,0.866778719341038,"DNMT1",1
"GO:0120254","GO:0120254","olefinic compound metabolic process","2/442","162/18870",0.895976194173953,0.971610363863111,0.866778719341038,"REST/EGR1",2
"GO:0006457","GO:0006457","protein folding","3/442","223/18870",0.897121555505848,0.971610363863111,0.866778719341038,"B2M/RUVBL2/WIPF1",3
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"B2M",1
"GO:0014909","GO:0014909","smooth muscle cell migration","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"PLAT",1
"GO:0022404","GO:0022404","molting cycle process","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"TNFRSF19",1
"GO:0022405","GO:0022405","hair cycle process","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"TNFRSF19",1
"GO:0035082","GO:0035082","axoneme assembly","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"DNAH1",1
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"NCSTN",1
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","1/442","96/18870",0.89784037759514,0.971610363863111,0.866778719341038,"TNFRSF21",1
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","2/442","163/18870",0.897929911270158,0.971610363863111,0.866778719341038,"FBN2/CHST11",2
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","5/442","337/18870",0.898965628273102,0.972146669204917,0.867257160159123,"MTFR2/ACLY/PID1/UQCC2/PASK",5
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","5/442","337/18870",0.898965628273102,0.972146669204917,0.867257160159123,"PDGFRA/ECT2/TRIOBP/FSCN1/STMN1",5
"GO:0001667","GO:0001667","ameboidal-type cell migration","8/442","497/18870",0.899460393647514,0.97238961475407,0.867473893162183,"ANLN/SYDE1/ITGA4/CDH13/HDAC6/TMEM201/FGFR1/PRKX",8
"GO:0051952","GO:0051952","regulation of amine transport","1/442","97/18870",0.900245541817094,0.972946247535736,0.867970468196354,"OXTR",1
"GO:0001657","GO:0001657","ureteric bud development","1/442","98/18870",0.902594205883404,0.974606820989878,0.869451874514655,"KIF26B",1
"GO:0006835","GO:0006835","dicarboxylic acid transport","1/442","98/18870",0.902594205883404,0.974606820989878,0.869451874514655,"SLC26A2",1
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","1/442","98/18870",0.902594205883404,0.974606820989878,0.869451874514655,"ASCL1",1
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","1/442","99/18870",0.904887694110526,0.97559701777215,0.870335234275681,"B2M",1
"GO:0038202","GO:0038202","TORC1 signaling","1/442","99/18870",0.904887694110526,0.97559701777215,0.870335234275681,"RHEB",1
"GO:0072163","GO:0072163","mesonephric epithelium development","1/442","99/18870",0.904887694110526,0.97559701777215,0.870335234275681,"KIF26B",1
"GO:0072164","GO:0072164","mesonephric tubule development","1/442","99/18870",0.904887694110526,0.97559701777215,0.870335234275681,"KIF26B",1
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","3/442","228/18870",0.905301261092994,0.97559701777215,0.870335234275681,"CTPS1/ACLY/PID1",3
"GO:0030041","GO:0030041","actin filament polymerization","2/442","167/18870",0.905408232326876,0.97559701777215,0.870335234275681,"DIAPH3/TRIOBP",2
"GO:0031929","GO:0031929","TOR signaling","2/442","167/18870",0.905408232326876,0.97559701777215,0.870335234275681,"DISC1/RHEB",2
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","1/442","100/18870",0.90712729984294,0.976938832481838,0.871532274240376,"DYRK4",1
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","2/442","168/18870",0.907196254718551,0.976938832481838,0.871532274240376,"CTPS1/PID1",2
"GO:0009743","GO:0009743","response to carbohydrate","3/442","230/18870",0.908405421360882,0.97775729696332,0.872262430712014,"ABCA12/SOX4/EGR1",3
"GO:0007034","GO:0007034","vacuolar transport","2/442","169/18870",0.908952665319235,0.97775729696332,0.872262430712014,"CACNG4/NEDD4",2
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","2/442","169/18870",0.908952665319235,0.97775729696332,0.872262430712014,"CBFB/TNFRSF21",2
"GO:0006869","GO:0006869","lipid transport","7/442","453/18870",0.90924737136392,0.97775729696332,0.872262430712014,"APOLD1/ATP10B/ABCA12/CAV1/XKR4/DBI/ABCD3",7
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","1/442","101/18870",0.909314286175887,0.97775729696332,0.872262430712014,"UQCC2",1
"GO:0006631","GO:0006631","fatty acid metabolic process","6/442","401/18870",0.911135003286661,0.978884126485858,0.873267681259752,"BRCA1/CAV1/ACLY/DBI/ABHD3/ABCD3",6
"GO:0005976","GO:0005976","polysaccharide metabolic process","1/442","102/18870",0.911449886661276,0.978884126485858,0.873267681259752,"PASK",1
"GO:0006754","GO:0006754","ATP biosynthetic process","1/442","102/18870",0.911449886661276,0.978884126485858,0.873267681259752,"PID1",1
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","1/442","102/18870",0.911449886661276,0.978884126485858,0.873267681259752,"DSEL",1
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","2/442","171/18870",0.912372627481621,0.979043544758384,0.873409899139716,"CAV1/USP18",2
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","2/442","171/18870",0.912372627481621,0.979043544758384,0.873409899139716,"CDH13/DNMT1",2
"GO:0006520","GO:0006520","amino acid metabolic process","4/442","291/18870",0.912414192406771,0.979043544758384,0.873409899139716,"CTPS1/PCBD2/AADAT/DDAH2",4
"GO:0001823","GO:0001823","mesonephros development","1/442","103/18870",0.913535305997152,0.979662526538501,0.873962096043557,"KIF26B",1
"GO:0006885","GO:0006885","regulation of pH","1/442","103/18870",0.913535305997152,0.979662526538501,0.873962096043557,"SLC4A8",1
"GO:0032642","GO:0032642","regulation of chemokine production","1/442","104/18870",0.915571720701114,0.980802245666718,0.874978845476362,"EGR1",1
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/442","104/18870",0.915571720701114,0.980802245666718,0.874978845476362,"MSX1",1
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","3/442","235/18870",0.91576683281522,0.980802245666718,0.874978845476362,"CTPS1/ACLY/PID1",3
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","3/442","235/18870",0.91576683281522,0.980802245666718,0.874978845476362,"PBK/CAV1/DISC1",3
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","6/442","406/18870",0.916802744099026,0.980802245666718,0.874978845476362,"CAV1/ALK/RB1/TRIM26/MAD2L2/KDM1A",6
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","3/442","236/18870",0.917172985891393,0.980802245666718,0.874978845476362,"CAV1/NAGK/ZCCHC3",3
"GO:0032602","GO:0032602","chemokine production","1/442","105/18870",0.917560279768049,0.980802245666718,0.874978845476362,"EGR1",1
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","1/442","105/18870",0.917560279768049,0.980802245666718,0.874978845476362,"IGFBP2",1
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","1/442","105/18870",0.917560279768049,0.980802245666718,0.874978845476362,"PASK",1
"GO:0006909","GO:0006909","phagocytosis","3/442","237/18870",0.918557746546749,0.980802245666718,0.874978845476362,"PTX3/XKR4/RAB31",3
"GO:0048659","GO:0048659","smooth muscle cell proliferation","2/442","175/18870",0.918854624931092,0.980802245666718,0.874978845476362,"CDH13/DNMT1",2
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"EZH2",1
"GO:0006641","GO:0006641","triglyceride metabolic process","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"CAV1",1
"GO:0007631","GO:0007631","feeding behavior","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"OXTR",1
"GO:0030316","GO:0030316","osteoclast differentiation","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"RASSF2",1
"GO:0034308","GO:0034308","primary alcohol metabolic process","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"REST",1
"GO:0035303","GO:0035303","regulation of dephosphorylation","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"CDCA2",1
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","1/442","106/18870",0.919502105312548,0.980802245666718,0.874978845476362,"CAV1",1
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","2/442","176/18870",0.920403302994673,0.981370963167721,0.875486201352257,"HDAC6/FGFR1",2
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","6/442","410/18870",0.921108172352486,0.981370963167721,0.875486201352257,"FBN2/VWC2/CTDSPL2/MSX1/CHST11/EGR1",6
"GO:0019395","GO:0019395","fatty acid oxidation","1/442","107/18870",0.92139829319636,0.981370963167721,0.875486201352257,"ABCD3",1
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","1/442","107/18870",0.92139829319636,0.981370963167721,0.875486201352257,"STMN1",1
"GO:0140888","GO:0140888","interferon-mediated signaling pathway","1/442","107/18870",0.92139829319636,0.981370963167721,0.875486201352257,"USP18",1
"GO:0015837","GO:0015837","amine transport","1/442","108/18870",0.923249913641236,0.98305225942279,0.876986094590331,"OXTR",1
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","4/442","301/18870",0.924849341054019,0.983168153399012,0.877089484216487,"EXO1/ATAD5/UNG/MAD2L2",4
"GO:0009267","GO:0009267","cellular response to starvation","2/442","179/18870",0.924884269137608,0.983168153399012,0.877089484216487,"PPM1D/CTSK",2
"GO:0006766","GO:0006766","vitamin metabolic process","1/442","109/18870",0.925058011827494,0.983168153399012,0.877089484216487,"CD320",1
"GO:0007040","GO:0007040","lysosome organization","1/442","109/18870",0.925058011827494,0.983168153399012,0.877089484216487,"ATP10B",1
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","1/442","109/18870",0.925058011827494,0.983168153399012,0.877089484216487,"HDAC6",1
"GO:0080171","GO:0080171","lytic vacuole organization","1/442","109/18870",0.925058011827494,0.983168153399012,0.877089484216487,"ATP10B",1
"GO:0045333","GO:0045333","cellular respiration","3/442","243/18870",0.926432286198913,0.983168153399012,0.877089484216487,"MTFR2/ACLY/UQCC2",3
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","1/442","110/18870",0.926823608478646,0.983168153399012,0.877089484216487,"ABCD3",1
"GO:0014812","GO:0014812","muscle cell migration","1/442","110/18870",0.926823608478646,0.983168153399012,0.877089484216487,"PLAT",1
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","1/442","110/18870",0.926823608478646,0.983168153399012,0.877089484216487,"STMN1",1
"GO:0043149","GO:0043149","stress fiber assembly","1/442","110/18870",0.926823608478646,0.983168153399012,0.877089484216487,"STMN1",1
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","3/442","244/18870",0.927674860942161,0.983168153399012,0.877089484216487,"CAV1/ALK/TRIM26",3
"GO:0031341","GO:0031341","regulation of cell killing","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"B2M",1
"GO:0032611","GO:0032611","interleukin-1 beta production","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"EGR1",1
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"EGR1",1
"GO:0036503","GO:0036503","ERAD pathway","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"CAV1",1
"GO:0060840","GO:0060840","artery development","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"SOX4",1
"GO:0071347","GO:0071347","cellular response to interleukin-1","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"EGR1",1
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","1/442","111/18870",0.928547700432401,0.983168153399012,0.877089484216487,"CBFB",1
"GO:0042129","GO:0042129","regulation of T cell proliferation","2/442","182/18870",0.929126887368421,0.983452907230404,0.877343514608177,"TNFRSF21/IGFBP2",2
"GO:0002263","GO:0002263","cell activation involved in immune response","4/442","305/18870",0.929362997332732,0.983452907230404,0.877343514608177,"EXO1/ATAD5/UNG/MAD2L2",4
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","2/442","183/18870",0.930490130689129,0.98417984494912,0.877992019573031,"CAV1/USP18",2
"GO:0007200","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","1/442","113/18870",0.931875241502794,0.98417984494912,0.877992019573031,"ORAI1",1
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/442","113/18870",0.931875241502794,0.98417984494912,0.877992019573031,"PID1",1
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","3/442","248/18870",0.93245511825949,0.98417984494912,0.877992019573031,"PDGFRA/NEDD4/FGFR1",3
"GO:0015850","GO:0015850","organic hydroxy compound transport","4/442","308/18870",0.932586416150925,0.98417984494912,0.877992019573031,"ABCA12/CAV1/OXTR/ABCD3",4
"GO:0045766","GO:0045766","positive regulation of angiogenesis","2/442","185/18870",0.933142673056733,0.98417984494912,0.877992019573031,"BRCA1/ADAM12",2
"GO:1904018","GO:1904018","positive regulation of vasculature development","2/442","185/18870",0.933142673056733,0.98417984494912,0.877992019573031,"BRCA1/ADAM12",2
"GO:0000045","GO:0000045","autophagosome assembly","1/442","114/18870",0.933480569820529,0.98417984494912,0.877992019573031,"SNX7",1
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","1/442","114/18870",0.933480569820529,0.98417984494912,0.877992019573031,"PID1",1
"GO:0016579","GO:0016579","protein deubiquitination","1/442","114/18870",0.933480569820529,0.98417984494912,0.877992019573031,"USP18",1
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","1/442","114/18870",0.933480569820529,0.98417984494912,0.877992019573031,"CTSK",1
"GO:0034440","GO:0034440","lipid oxidation","1/442","114/18870",0.933480569820529,0.98417984494912,0.877992019573031,"ABCD3",1
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","3/442","249/18870",0.933603936250345,0.98417984494912,0.877992019573031,"ATAD5/B2M/MAD2L2",3
"GO:0019932","GO:0019932","second-messenger-mediated signaling","4/442","310/18870",0.934660948997143,0.985005683954834,0.87872875489655,"PDGFRA/CDH13/SLC8A1/DDAH2",4
"GO:0043473","GO:0043473","pigmentation","1/442","115/18870",0.935048152894709,0.985125358624804,0.878835517299496,"VANGL1",1
"GO:0045088","GO:0045088","regulation of innate immune response","6/442","425/18870",0.935566699166958,0.985383299298142,0.879065627531764,"AURKB/HMGB2/CAV1/NAGK/USP18/ZCCHC3",6
"GO:0015908","GO:0015908","fatty acid transport","1/442","116/18870",0.936578876244245,0.985872501309731,0.87950204722105,"ABCD3",1
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","1/442","116/18870",0.936578876244245,0.985872501309731,0.87950204722105,"CBFB",1
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","2/442","188/18870",0.936942688024657,0.985967166585432,0.879586498611741,"PTPRT/CAV1",2
"GO:0042303","GO:0042303","molting cycle","1/442","117/18870",0.938073604659519,0.986004372780808,0.879619690454458,"TNFRSF19",1
"GO:0042633","GO:0042633","hair cycle","1/442","117/18870",0.938073604659519,0.986004372780808,0.879619690454458,"TNFRSF19",1
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","1/442","117/18870",0.938073604659519,0.986004372780808,0.879619690454458,"CAV1",1
"GO:1904659","GO:1904659","glucose transmembrane transport","1/442","117/18870",0.938073604659519,0.986004372780808,0.879619690454458,"PID1",1
"GO:0010631","GO:0010631","epithelial cell migration","5/442","372/18870",0.938552986539425,0.986220301092215,0.879812321237529,"ANLN/CDH13/HDAC6/FGFR1/PRKX",5
