"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/314","163/18870",0.757482596129217,0.850080669002729,0.73103741742246,"CDKN2D/GPER1",2
"GO:0050905","GO:0050905","neuromuscular process","2/314","163/18870",0.757482596129217,0.850080669002729,0.73103741742246,"GRID2/ASCL1",2
"GO:0032970","GO:0032970","regulation of actin filament-based process","5/314","379/18870",0.759022497276904,0.851279344680049,0.732068233441959,"ECT2/PDGFRA/STMN1/TRIOBP/CAV1",5
"GO:0007409","GO:0007409","axonogenesis","6/314","448/18870",0.759132002687661,0.851279344680049,0.732068233441959,"NTNG1/SPP1/STMN1/DISC1/DRAXIN/ITGA4",6
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","1/314","85/18870",0.760577557359972,0.851279344680049,0.732068233441959,"CAV1",1
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","1/314","85/18870",0.760577557359972,0.851279344680049,0.732068233441959,"CCL2",1
"GO:0045069","GO:0045069","regulation of viral genome replication","1/314","85/18870",0.760577557359972,0.851279344680049,0.732068233441959,"TOP2A",1
"GO:0048041","GO:0048041","focal adhesion assembly","1/314","85/18870",0.760577557359972,0.851279344680049,0.732068233441959,"ACVRL1",1
"GO:0051591","GO:0051591","response to cAMP","1/314","85/18870",0.760577557359972,0.851279344680049,0.732068233441959,"SDC1",1
"GO:0061515","GO:0061515","myeloid cell development","1/314","85/18870",0.760577557359972,0.851279344680049,0.732068233441959,"KLF2",1
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","3/314","239/18870",0.762820281643215,0.85350521023017,0.733982394135908,"HMGB2/CCL2/TNFAIP3",3
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","1/314","86/18870",0.764579614692364,0.853767864860865,0.734208267244071,"SHCBP1",1
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","1/314","86/18870",0.764579614692364,0.853767864860865,0.734208267244071,"RB1",1
"GO:0032418","GO:0032418","lysosome localization","1/314","86/18870",0.764579614692364,0.853767864860865,0.734208267244071,"CD84",1
"GO:0070918","GO:0070918","regulatory ncRNA processing","1/314","86/18870",0.764579614692364,0.853767864860865,0.734208267244071,"DKC1",1
"GO:1990849","GO:1990849","vacuolar localization","1/314","86/18870",0.764579614692364,0.853767864860865,0.734208267244071,"CD84",1
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","1/314","86/18870",0.764579614692364,0.853767864860865,0.734208267244071,"EGR1",1
"GO:0030595","GO:0030595","leukocyte chemotaxis","3/314","240/18870",0.76528441806798,0.854270978308442,0.734640925894948,"CCL2/ITGA1/SCG2",3
"GO:0007338","GO:0007338","single fertilization","2/314","166/18870",0.766342413667258,0.855167887719026,0.735412234269651,"TRPC3/PLAT",2
"GO:0002274","GO:0002274","myeloid leukocyte activation","3/314","241/18870",0.767727780774662,0.855551799318429,0.73574238381237,"CD84/LRRK2/LCP2",3
"GO:0006813","GO:0006813","potassium ion transport","3/314","241/18870",0.767727780774662,0.855551799318429,0.73574238381237,"KCNIP1/NEDD4/CAV1",3
"GO:0030072","GO:0030072","peptide hormone secretion","3/314","241/18870",0.767727780774662,0.855551799318429,0.73574238381237,"ABCA12/SOX4/GPER1",3
"GO:0010232","GO:0010232","vascular transport","1/314","87/18870",0.768514985272996,0.855551799318429,0.73574238381237,"ABCG2",1
"GO:0033077","GO:0033077","T cell differentiation in thymus","1/314","87/18870",0.768514985272996,0.855551799318429,0.73574238381237,"B2M",1
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","1/314","87/18870",0.768514985272996,0.855551799318429,0.73574238381237,"EZH2",1
"GO:0150104","GO:0150104","transport across blood-brain barrier","1/314","87/18870",0.768514985272996,0.855551799318429,0.73574238381237,"ABCG2",1
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","2/314","167/18870",0.76923273385148,0.855551799318429,0.73574238381237,"LRRK2/PID1",2
"GO:0030041","GO:0030041","actin filament polymerization","2/314","167/18870",0.76923273385148,0.855551799318429,0.73574238381237,"DIAPH3/TRIOBP",2
"GO:0048639","GO:0048639","positive regulation of developmental growth","2/314","167/18870",0.76923273385148,0.855551799318429,0.73574238381237,"DISC1/CPNE5",2
"GO:0097529","GO:0097529","myeloid leukocyte migration","3/314","242/18870",0.770150458210976,0.856289060088974,0.736376400358469,"CCL2/ITGA1/SCG2",3
"GO:0008544","GO:0008544","epidermis development","5/314","385/18870",0.770879712055248,0.856816352135506,0.736829851695478,"EZH2/STMN1/ABCA12/TNFRSF19/TRIOBP",5
"GO:0003205","GO:0003205","cardiac chamber development","2/314","168/18870",0.772091959357742,0.857071614965207,0.737049368132673,"HEG1/SOX4",2
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","2/314","168/18870",0.772091959357742,0.857071614965207,0.737049368132673,"LRRK2/PID1",2
"GO:0051168","GO:0051168","nuclear export","2/314","168/18870",0.772091959357742,0.857071614965207,0.737049368132673,"BARD1/RANBP17",2
"GO:0048864","GO:0048864","stem cell development","1/314","88/18870",0.772384776819835,0.857071614965207,0.737049368132673,"SNAI2",1
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","1/314","88/18870",0.772384776819835,0.857071614965207,0.737049368132673,"GPNMB",1
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","2/314","169/18870",0.774920320724873,0.857686046700444,0.73757775632604,"TNFAIP3/GPNMB",2
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"CAV1",1
"GO:0002088","GO:0002088","lens development in camera-type eye","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"SOX1",1
"GO:0006112","GO:0006112","energy reserve metabolic process","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"PID1",1
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"S100A11",1
"GO:0015844","GO:0015844","monoamine transport","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"OXTR",1
"GO:0032456","GO:0032456","endocytic recycling","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"BVES",1
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"GPNMB",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"HMGB2",1
"GO:0051453","GO:0051453","regulation of intracellular pH","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"LRRK2",1
"GO:0055017","GO:0055017","cardiac muscle tissue growth","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"HEG1",1
"GO:0072384","GO:0072384","organelle transport along microtubule","1/314","89/18870",0.776190078708802,0.857686046700444,0.73757775632604,"SYNE2",1
"GO:0050890","GO:0050890","cognition","4/314","317/18870",0.776256925004777,0.857686046700444,0.73757775632604,"B2M/C1QL1/BCHE/OXTR",4
"GO:0009913","GO:0009913","epidermal cell differentiation","3/314","245/18870",0.777295284387629,0.858551004451819,0.738321587475013,"EZH2/ABCA12/TRIOBP",3
"GO:0002697","GO:0002697","regulation of immune effector process","5/314","389/18870",0.778535537059328,0.859638318935045,0.739256637054104,"B2M/CD84/ATAD5/ICAM1/MAD2L2",5
"GO:0002790","GO:0002790","peptide secretion","3/314","246/18870",0.779636132904722,0.860049686002339,0.739610397267049,"ABCA12/SOX4/GPER1",3
"GO:0048863","GO:0048863","stem cell differentiation","3/314","246/18870",0.779636132904722,0.860049686002339,0.739610397267049,"EZH2/PDGFRA/SNAI2",3
"GO:0006029","GO:0006029","proteoglycan metabolic process","1/314","90/18870",0.779931962276526,0.860049686002339,0.739610397267049,"CHST11",1
"GO:0010507","GO:0010507","negative regulation of autophagy","1/314","90/18870",0.779931962276526,0.860049686002339,0.739610397267049,"LRRK2",1
"GO:0009914","GO:0009914","hormone transport","4/314","319/18870",0.780409223514564,0.860095398403646,0.739649708213662,"SPP1/ABCA12/SOX4/GPER1",4
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","2/314","171/18870",0.780485377896642,0.860095398403646,0.739649708213662,"TNFAIP3/CAV1",2
"GO:0001843","GO:0001843","neural tube closure","1/314","91/18870",0.783611481118122,0.861708432778535,0.741036857135676,"STIL",1
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","1/314","91/18870",0.783611481118122,0.861708432778535,0.741036857135676,"TNFAIP3",1
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","1/314","91/18870",0.783611481118122,0.861708432778535,0.741036857135676,"CCL2",1
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","1/314","91/18870",0.783611481118122,0.861708432778535,0.741036857135676,"MYLIP",1
"GO:0097581","GO:0097581","lamellipodium organization","1/314","91/18870",0.783611481118122,0.861708432778535,0.741036857135676,"CDH13",1
"GO:0106027","GO:0106027","neuron projection organization","1/314","91/18870",0.783611481118122,0.861708432778535,0.741036857135676,"LRRK2",1
"GO:0006814","GO:0006814","sodium ion transport","3/314","248/18870",0.784257258165702,0.861708432778535,0.741036857135676,"SCN9A/UTRN/NEDD4",3
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","3/314","248/18870",0.784257258165702,0.861708432778535,0.741036857135676,"GRM8/GPER1/GRIK3",3
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","3/314","248/18870",0.784257258165702,0.861708432778535,0.741036857135676,"PDGFRA/GPER1/NEDD4",3
"GO:0010970","GO:0010970","transport along microtubule","2/314","173/18870",0.785929767161011,0.863263817476625,0.742374429502925,"SYNE2/KIF4A",2
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","1/314","92/18870",0.787229671380059,0.864126656594903,0.743116438707083,"NKD1",1
"GO:0060606","GO:0060606","tube closure","1/314","92/18870",0.787229671380059,0.864126656594903,0.743116438707083,"STIL",1
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","2/314","174/18870",0.788607296202381,0.865198881631738,0.744038511929549,"CCL2/CAV1",2
"GO:0001942","GO:0001942","hair follicle development","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"TNFRSF19",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"LRRK2",1
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"LEF1",1
"GO:0043502","GO:0043502","regulation of muscle adaptation","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"TRPC3",1
"GO:0045995","GO:0045995","regulation of embryonic development","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"RACGAP1",1
"GO:0048525","GO:0048525","negative regulation of viral process","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"PTX3",1
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"DDAH2",1
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"GPER1",1
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","1/314","93/18870",0.790787552048216,0.865198881631738,0.744038511929549,"AURKB",1
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","3/314","251/18870",0.791038977491874,0.865198881631738,0.744038511929549,"PCBD2/GPER1/SNAI2",3
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","3/314","252/18870",0.793259956137233,0.867338765283337,0.74587873142317,"HNRNPA0/FUS/E2F1",3
"GO:0019915","GO:0019915","lipid storage","1/314","94/18870",0.794286125231199,0.867338765283337,0.74587873142317,"CAV1",1
"GO:0032411","GO:0032411","positive regulation of transporter activity","1/314","94/18870",0.794286125231199,0.867338765283337,0.74587873142317,"CCL2",1
"GO:0051492","GO:0051492","regulation of stress fiber assembly","1/314","94/18870",0.794286125231199,0.867338765283337,0.74587873142317,"STMN1",1
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","1/314","94/18870",0.794286125231199,0.867338765283337,0.74587873142317,"CAV1",1
"GO:0030216","GO:0030216","keratinocyte differentiation","2/314","177/18870",0.796464041038318,0.869152055176599,0.747438092562583,"EZH2/ABCA12",2
"GO:0035265","GO:0035265","organ growth","2/314","177/18870",0.796464041038318,0.869152055176599,0.747438092562583,"HEG1/DUSP6",2
"GO:0007044","GO:0007044","cell-substrate junction assembly","1/314","95/18870",0.797726376438985,0.869400137799219,0.747651434291621,"ACVRL1",1
"GO:0014033","GO:0014033","neural crest cell differentiation","1/314","95/18870",0.797726376438985,0.869400137799219,0.747651434291621,"SNAI2",1
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","1/314","95/18870",0.797726376438985,0.869400137799219,0.747651434291621,"C1QC",1
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","1/314","95/18870",0.797726376438985,0.869400137799219,0.747651434291621,"GPER1",1
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","2/314","178/18870",0.799025127470679,0.870533212808522,0.748625836202818,"HMMR/NUDT1",2
"GO:0006631","GO:0006631","fatty acid metabolic process","5/314","401/18870",0.800327435421838,0.871669427234158,0.749602937894036,"BRCA1/GGT5/DBI/ALOX5AP/CAV1",5
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","1/314","96/18870",0.801109274856997,0.871673304248546,0.749606271980657,"LRRK2",1
"GO:0022404","GO:0022404","molting cycle process","1/314","96/18870",0.801109274856997,0.871673304248546,0.749606271980657,"TNFRSF19",1
"GO:0022405","GO:0022405","hair cycle process","1/314","96/18870",0.801109274856997,0.871673304248546,0.749606271980657,"TNFRSF19",1
"GO:0014020","GO:0014020","primary neural tube formation","1/314","97/18870",0.804435773615647,0.874443286751399,0.751988352798431,"STIL",1
"GO:0050688","GO:0050688","regulation of defense response to virus","1/314","97/18870",0.804435773615647,0.874443286751399,0.751988352798431,"TNFAIP3",1
"GO:0051952","GO:0051952","regulation of amine transport","1/314","97/18870",0.804435773615647,0.874443286751399,0.751988352798431,"OXTR",1
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","1/314","98/18870",0.807706810055464,0.876581034168721,0.753826735210883,"CD84",1
"GO:0006835","GO:0006835","dicarboxylic acid transport","1/314","98/18870",0.807706810055464,0.876581034168721,0.753826735210883,"SLC26A2",1
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","1/314","98/18870",0.807706810055464,0.876581034168721,0.753826735210883,"ASCL1",1
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","1/314","98/18870",0.807706810055464,0.876581034168721,0.753826735210883,"LRRK2",1
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","1/314","98/18870",0.807706810055464,0.876581034168721,0.753826735210883,"CDH13",1
"GO:0016042","GO:0016042","lipid catabolic process","4/314","334/18870",0.809635587602481,0.877520872180079,0.754634960568396,"SPP1/ALK/PLCB4/HSD17B11",4
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","4/314","334/18870",0.809635587602481,0.877520872180079,0.754634960568396,"BRCA1/GGT5/PCBD2/ALOX5AP",4
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"B2M",1
"GO:0006576","GO:0006576","biogenic amine metabolic process","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"ODC1",1
"GO:0006942","GO:0006942","regulation of striated muscle contraction","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"CAV1",1
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"ACVRL1",1
"GO:0046620","GO:0046620","regulation of organ growth","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"DUSP6",1
"GO:1990868","GO:1990868","response to chemokine","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"CCL2",1
"GO:1990869","GO:1990869","cellular response to chemokine","1/314","99/18870",0.810923305987841,0.877520872180079,0.754634960568396,"CCL2",1
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","2/314","183/18870",0.811407473795882,0.877762109450793,0.754842415552138,"TNFAIP3/CAV1",2
"GO:0031349","GO:0031349","positive regulation of defense response","6/314","480/18870",0.813420312703664,0.879527178236989,0.756360308352298,"HMGB2/LGALS1/TNFAIP3/LRRK2/ALOX5AP/CAV1",6
"GO:0000041","GO:0000041","transition metal ion transport","1/314","100/18870",0.814086167951499,0.879527178236989,0.756360308352298,"B2M",1
"GO:0007029","GO:0007029","endoplasmic reticulum organization","1/314","100/18870",0.814086167951499,0.879527178236989,0.756360308352298,"LRRK2",1
"GO:0072080","GO:0072080","nephron tubule development","1/314","100/18870",0.814086167951499,0.879527178236989,0.756360308352298,"KIF26B",1
"GO:0015833","GO:0015833","peptide transport","3/314","262/18870",0.814407349324008,0.879591351246758,0.75641549472818,"ABCA12/SOX4/GPER1",3
"GO:0016053","GO:0016053","organic acid biosynthetic process","4/314","337/18870",0.815085271310462,0.879757954257357,0.756558767054024,"BRCA1/GGT5/PCBD2/ALOX5AP",4
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","4/314","337/18870",0.815085271310462,0.879757954257357,0.756558767054024,"ECT2/PDGFRA/STMN1/TRIOBP",4
"GO:0006605","GO:0006605","protein targeting","4/314","339/18870",0.818647144846491,0.883068009829801,0.759405290408147,"LRRK2/SAE1/RAB3IP/NEDD4",4
"GO:0023061","GO:0023061","signal release","6/314","484/18870",0.819480697331174,0.883068009829801,0.759405290408147,"SPP1/ABCA12/SOX4/LRRK2/GPER1/OXTR",6
"GO:0006754","GO:0006754","ATP biosynthetic process","1/314","102/18870",0.820254541273455,0.883068009829801,0.759405290408147,"PID1",1
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","1/314","102/18870",0.820254541273455,0.883068009829801,0.759405290408147,"MYO1B",1
"GO:0019080","GO:0019080","viral gene expression","1/314","102/18870",0.820254541273455,0.883068009829801,0.759405290408147,"LEF1",1
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","1/314","102/18870",0.820254541273455,0.883068009829801,0.759405290408147,"CCNB1",1
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","1/314","102/18870",0.820254541273455,0.883068009829801,0.759405290408147,"CCNB1",1
"GO:0150115","GO:0150115","cell-substrate junction organization","1/314","102/18870",0.820254541273455,0.883068009829801,0.759405290408147,"ACVRL1",1
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","2/314","187/18870",0.820819820037862,0.88339352829187,0.75968522404799,"LEF1/SNAI2",2
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","3/314","266/18870",0.822340380429706,0.884463405327725,0.760605278077884,"MARCKS/LRRK2/CAV1",3
"GO:0050708","GO:0050708","regulation of protein secretion","3/314","266/18870",0.822340380429706,0.884463405327725,0.760605278077884,"ABCA12/SOX4/GPER1",3
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","2/314","188/18870",0.823106325106688,0.884887914190711,0.760970339741072,"LRRK2/GPER1",2
"GO:0006885","GO:0006885","regulation of pH","1/314","103/18870",0.823261791595287,0.884887914190711,0.760970339741072,"LRRK2",1
"GO:0001841","GO:0001841","neural tube formation","1/314","104/18870",0.826218886359451,0.887214911526928,0.762971469969115,"STIL",1
"GO:0061326","GO:0061326","renal tubule development","1/314","104/18870",0.826218886359451,0.887214911526928,0.762971469969115,"KIF26B",1
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","1/314","104/18870",0.826218886359451,0.887214911526928,0.762971469969115,"GPER1",1
"GO:0006839","GO:0006839","mitochondrial transport","2/314","190/18870",0.827601080849511,0.888415217780945,0.764003688223275,"LRRK2/SAE1",2
"GO:0032868","GO:0032868","response to insulin","3/314","269/18870",0.828099448006872,0.888666287225515,0.764219598506905,"EGR1/RB1/PID1",3
"GO:0010586","GO:0010586","miRNA metabolic process","1/314","105/18870",0.829126659442854,0.88891690355073,0.764435119124923,"EGR1",1
"GO:0042472","GO:0042472","inner ear morphogenesis","1/314","105/18870",0.829126659442854,0.88891690355073,0.764435119124923,"TRIOBP",1
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","1/314","105/18870",0.829126659442854,0.88891690355073,0.764435119124923,"GPER1",1
"GO:0006641","GO:0006641","triglyceride metabolic process","1/314","106/18870",0.831985930902217,0.890845356224171,0.766093515925861,"CAV1",1
"GO:0007631","GO:0007631","feeding behavior","1/314","106/18870",0.831985930902217,0.890845356224171,0.766093515925861,"OXTR",1
"GO:0030316","GO:0030316","osteoclast differentiation","1/314","106/18870",0.831985930902217,0.890845356224171,0.766093515925861,"RASSF2",1
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","1/314","106/18870",0.831985930902217,0.890845356224171,0.766093515925861,"CAV1",1
"GO:0002526","GO:0002526","acute inflammatory response","1/314","107/18870",0.834797507202403,0.892717894398496,0.767703828359609,"ALOX5AP",1
"GO:0006664","GO:0006664","glycolipid metabolic process","1/314","107/18870",0.834797507202403,0.892717894398496,0.767703828359609,"PGAP1",1
"GO:0006672","GO:0006672","ceramide metabolic process","1/314","107/18870",0.834797507202403,0.892717894398496,0.767703828359609,"ABCA12",1
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","1/314","107/18870",0.834797507202403,0.892717894398496,0.767703828359609,"STMN1",1
"GO:0015837","GO:0015837","amine transport","1/314","108/18870",0.837562181440982,0.895104621387309,0.769756323843409,"OXTR",1
"GO:1903509","GO:1903509","liposaccharide metabolic process","1/314","108/18870",0.837562181440982,0.895104621387309,0.769756323843409,"PGAP1",1
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","2/314","195/18870",0.83839237233703,0.895706954229705,0.770274307443778,"CDKN2D/GPER1",2
"GO:0001776","GO:0001776","leukocyte homeostasis","1/314","109/18870",0.840280733569088,0.897153881408369,0.771518610421671,"TNFAIP3",1
"GO:0006766","GO:0006766","vitamin metabolic process","1/314","109/18870",0.840280733569088,0.897153881408369,0.771518610421671,"SNAI2",1
"GO:0006403","GO:0006403","RNA localization","2/314","197/18870",0.842535515477244,0.898295339944523,0.772500221850788,"RANBP17/DKC1",2
"GO:0009060","GO:0009060","aerobic respiration","2/314","197/18870",0.842535515477244,0.898295339944523,0.772500221850788,"CCNB1/MTFR2",2
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","1/314","110/18870",0.842953930608655,0.898295339944523,0.772500221850788,"CD84",1
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","1/314","110/18870",0.842953930608655,0.898295339944523,0.772500221850788,"GPER1",1
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","1/314","110/18870",0.842953930608655,0.898295339944523,0.772500221850788,"STMN1",1
"GO:0043149","GO:0043149","stress fiber assembly","1/314","110/18870",0.842953930608655,0.898295339944523,0.772500221850788,"STMN1",1
"GO:0042886","GO:0042886","amide transport","4/314","354/18870",0.843599861523153,0.898698647659415,0.772847051323651,"ABCA12/SOX4/ABCG2/GPER1",4
"GO:0036503","GO:0036503","ERAD pathway","1/314","111/18870",0.845582526866058,0.899954795777622,0.773927291481696,"CAV1",1
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/314","111/18870",0.845582526866058,0.899954795777622,0.773927291481696,"GPER1",1
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","1/314","111/18870",0.845582526866058,0.899954795777622,0.773927291481696,"C1QC",1
"GO:0007416","GO:0007416","synapse assembly","2/314","200/18870",0.848570210012243,0.90284860849941,0.776415861632482,"GRID2/OXTR",2
"GO:0009063","GO:0009063","amino acid catabolic process","1/314","113/18870",0.850708871939419,0.904265045781857,0.777633944445864,"DDAH2",1
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/314","113/18870",0.850708871939419,0.904265045781857,0.777633944445864,"PID1",1
"GO:1901222","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","1/314","113/18870",0.850708871939419,0.904265045781857,0.777633944445864,"RASSF2",1
"GO:0032259","GO:0032259","methylation","3/314","282/18870",0.851244756805575,0.904548508180497,0.777877711452213,"EZH2/TYMS/NSUN7",3
"GO:0000045","GO:0000045","autophagosome assembly","1/314","114/18870",0.85320806766427,0.905775389368704,0.778932783150718,"LRRK2",1
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","1/314","114/18870",0.85320806766427,0.905775389368704,0.778932783150718,"PID1",1
"GO:0016579","GO:0016579","protein deubiquitination","1/314","114/18870",0.85320806766427,0.905775389368704,0.778932783150718,"TNFAIP3",1
"GO:0043473","GO:0043473","pigmentation","1/314","115/18870",0.85566555682792,0.907549355337562,0.780458327193486,"SNAI2",1
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","1/314","115/18870",0.85566555682792,0.907549355337562,0.780458327193486,"B2M",1
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","4/314","362/18870",0.855689392175416,0.907549355337562,0.780458327193486,"BARD1/HNRNPA0/FUS/E2F1",4
"GO:0032271","GO:0032271","regulation of protein polymerization","2/314","204/18870",0.856289943794962,0.907899719517537,0.780759627216679,"STMN1/TRIOBP",2
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","1/314","116/18870",0.858082033242531,0.909225995488775,0.781900174691945,"EZH2",1
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","1/314","116/18870",0.858082033242531,0.909225995488775,0.781900174691945,"ACVRL1",1
"GO:0032869","GO:0032869","cellular response to insulin stimulus","2/314","206/18870",0.860013899946721,0.910595112491765,0.783077563843952,"RB1/PID1",2
"GO:0042303","GO:0042303","molting cycle","1/314","117/18870",0.860458179214689,0.910595112491765,0.783077563843952,"TNFRSF19",1
"GO:0042633","GO:0042633","hair cycle","1/314","117/18870",0.860458179214689,0.910595112491765,0.783077563843952,"TNFRSF19",1
"GO:1904659","GO:1904659","glucose transmembrane transport","1/314","117/18870",0.860458179214689,0.910595112491765,0.783077563843952,"PID1",1
"GO:0006836","GO:0006836","neurotransmitter transport","2/314","207/18870",0.861842674645784,0.911486114828402,0.783843792357132,"LRRK2/GPER1",2
"GO:0009566","GO:0009566","fertilization","2/314","207/18870",0.861842674645784,0.911486114828402,0.783843792357132,"TRPC3/PLAT",2
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","1/314","118/18870",0.862794665735597,0.911962869757786,0.784253783673284,"HMGB2",1
"GO:0006401","GO:0006401","RNA catabolic process","4/314","367/18870",0.862836298500001,0.911962869757786,0.784253783673284,"HNRNPA0/FUS/E2F1/DKC1",4
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","3/314","290/18870",0.864102501146439,0.912860488913566,0.785025702402174,"PDGFRA/GPER1/NEDD4",3
"GO:0009306","GO:0009306","protein secretion","4/314","368/18870",0.864228933105373,0.912860488913566,0.785025702402174,"ABCA12/SOX4/GPER1/SCG2",4
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","1/314","119/18870",0.865092152668139,0.912883829915502,0.785045774786358,"PID1",1
"GO:0031644","GO:0031644","regulation of nervous system process","1/314","119/18870",0.865092152668139,0.912883829915502,0.785045774786358,"LRRK2",1
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","1/314","119/18870",0.865092152668139,0.912883829915502,0.785045774786358,"LEF1",1
